i,j,x,y,power
0,0,0,-2,0
1,0,-1.5,-2,0
2,0,3,-2,282.799
3,0,-4.5,-2,386.596
4,0,6,-2,451.274
5,0,-7.5,-2,495.121
6,0,9,-2,520.29
7,0,-10.5,-2,554.209
8,0,12,-2,569.109
9,0,-13.5,-2,575.411
10,0,15,-2,571.775
11,0,-16.5,-2,567.692
12,0,18,-2,563.659
13,0,-19.5,-2,559.71
14,0,21,-2,555.874
15,0,-22.5,-2,552.166
16,0,24,-2,548.599
17,0,-25.5,-2,545.179
18,0,27,-2,541.908
19,0,-28.5,-2,538.786
20,0,30,-2,535.81
21,0,-31.5,-2,532.976
22,0,33,-2,530.279
23,0,-34.5,-2,527.712
24,0,36,-2,525.271
25,0,-37.5,-2,522.949
26,0,39,-2,520.739
27,0,-40.5,-2,518.635
28,0,42,-2,516.631
29,0,-43.5,-2,514.723
30,0,45,-2,512.903
31,0,-46.5,-2,511.168
32,0,48,-2,509.511
33,0,-49.5,-2,507.93
34,0,51,-2,506.418
35,0,-52.5,-2,504.972
36,0,54,-2,503.589
37,0,-55.5,-2,502.264
38,0,57,-2,500.995
39,0,-58.5,-2,499.778
40,0,60,-2,498.61
41,0,-61.5,-2,497.489
42,0,63,-2,496.412
43,0,-64.5,-2,495.377
44,0,66,-2,494.381
45,0,-67.5,-2,493.422
46,0,69,-2,492.499
47,0,-70.5,-2,491.609
48,0,72,-2,490.752
49,0,-73.5,-2,489.924
50,0,75,-2,489.125
51,0,-76.5,-2,488.354
52,0,78,-2,487.609
53,0,-79.5,-2,486.888
54,0,81,-2,486.192
55,0,-82.5,-2,485.517
56,0,84,-2,484.864
57,0,-85.5,-2,484.232
58,0,87,-2,483.619
59,0,-88.5,-2,483.025
60,0,90,-2,482.449
61,0,-91.5,-2,481.89
62,0,93,-2,481.347
63,0,-94.5,-2,480.82
64,0,96,-2,480.308
65,0,-97.5,-2,479.811
66,0,99,-2,479.327
67,0,-100.5,-2,478.857
68,0,102,-2,478.399
69,0,-103.5,-2,477.954
70,0,105,-2,477.52
71,0,-106.5,-2,477.098
72,0,108,-2,476.687
73,0,-109.5,-2,476.286
74,0,111,-2,475.895
75,0,-112.5,-2,475.514
76,0,114,-2,475.142
77,0,-115.5,-2,474.78
78,0,117,-2,474.426
79,0,-118.5,-2,474.081
80,0,120,-2,473.743
81,0,-121.5,-2,473.414
82,0,123,-2,473.092
83,0,-124.5,-2,472.778
84,0,126,-2,472.47
85,0,-127.5,-2,472.169
86,0,129,-2,471.875
87,0,-130.5,-2,471.588
88,0,132,-2,471.307
89,0,-133.5,-2,471.031
90,0,135,-2,470.762
91,0,-136.5,-2,470.498
92,0,138,-2,470.239
93,0,-139.5,-2,469.986
94,0,141,-2,469.738
95,0,-142.5,-2,469.496
96,0,144,-2,469.257
97,0,-145.5,-2,469.024
98,0,147,-2,468.795
99,0,-148.5,-2,468.571
0,1,0,-3.5,96.3675
1,1,-1.5,-3.5,199.878
2,1,3,-3.5,304.236
3,1,-4.5,-3.5,354.693
4,1,6,-3.5,404.105
5,1,-7.5,-3.5,451.579
6,1,9,-3.5,480.007
7,1,-10.5,-3.5,506.601
8,1,12,-3.5,530.702
9,1,-13.5,-3.5,551.251
10,1,15,-3.5,566.422
11,1,-16.5,-3.5,568.919
12,1,18,-3.5,568.717
13,1,-19.5,-3.5,565.128
14,1,21,-3.5,561.182
15,1,-22.5,-3.5,557.364
16,1,24,-3.5,553.685
17,1,-25.5,-3.5,550.154
18,1,27,-3.5,546.773
19,1,-28.5,-3.5,543.542
20,1,30,-3.5,540.459
21,1,-31.5,-3.5,537.52
22,1,33,-3.5,534.72
23,1,-34.5,-3.5,532.054
24,1,36,-3.5,529.516
25,1,-37.5,-3.5,527.099
26,1,39,-3.5,524.798
27,1,-40.5,-3.5,522.606
28,1,42,-3.5,520.517
29,1,-43.5,-3.5,518.526
30,1,45,-3.5,516.627
31,1,-46.5,-3.5,514.814
32,1,48,-3.5,513.083
33,1,-49.5,-3.5,511.429
34,1,51,-3.5,509.847
35,1,-52.5,-3.5,508.334
36,1,54,-3.5,506.886
37,1,-55.5,-3.5,505.498
38,1,57,-3.5,504.168
39,1,-58.5,-3.5,502.892
40,1,60,-3.5,501.668
41,1,-61.5,-3.5,500.492
42,1,63,-3.5,499.361
43,1,-64.5,-3.5,498.274
44,1,66,-3.5,497.228
45,1,-67.5,-3.5,496.221
46,1,69,-3.5,495.251
47,1,-70.5,-3.5,494.316
48,1,72,-3.5,493.415
49,1,-73.5,-3.5,492.544
50,1,75,-3.5,491.704
51,1,-76.5,-3.5,490.892
52,1,78,-3.5,490.108
53,1,-79.5,-3.5,489.35
54,1,81,-3.5,488.616
55,1,-82.5,-3.5,487.905
56,1,84,-3.5,487.218
57,1,-85.5,-3.5,486.551
58,1,87,-3.5,485.906
59,1,-88.5,-3.5,485.279
60,1,90,-3.5,484.672
61,1,-91.5,-3.5,484.083
62,1,93,-3.5,483.51
63,1,-94.5,-3.5,482.954
64,1,96,-3.5,482.414
65,1,-97.5,-3.5,481.889
66,1,99,-3.5,481.379
67,1,-100.5,-3.5,480.883
68,1,102,-3.5,480.4
69,1,-103.5,-3.5,479.929
70,1,105,-3.5,479.472
71,1,-106.5,-3.5,479.026
72,1,108,-3.5,478.591
73,1,-109.5,-3.5,478.168
74,1,111,-3.5,477.755
75,1,-112.5,-3.5,477.352
76,1,114,-3.5,476.96
77,1,-115.5,-3.5,476.577
78,1,117,-3.5,476.203
79,1,-118.5,-3.5,475.837
80,1,120,-3.5,475.481
81,1,-121.5,-3.5,475.133
82,1,123,-3.5,474.792
83,1,-124.5,-3.5,474.459
84,1,126,-3.5,474.134
85,1,-127.5,-3.5,473.816
86,1,129,-3.5,473.505
87,1,-130.5,-3.5,473.201
88,1,132,-3.5,472.903
89,1,-133.5,-3.5,472.612
90,1,135,-3.5,472.327
91,1,-136.5,-3.5,472.048
92,1,138,-3.5,471.774
93,1,-139.5,-3.5,471.506
94,1,141,-3.5,471.243
95,1,-142.5,-3.5,470.986
96,1,144,-3.5,470.734
97,1,-145.5,-3.5,470.487
98,1,147,-3.5,470.245
99,1,-148.5,-3.5,470.007
0,2,0,-5,339.965
1,2,-1.5,-5,344.19
2,2,3,-5,327.339
3,2,-4.5,-5,340.175
4,2,6,-5,390.047
5,2,-7.5,-5,421.138
6,2,9,-5,451.184
7,2,-10.5,-5,479.868
8,2,12,-5,491.151
9,2,-13.5,-5,516.935
10,2,15,-5,539.774
11,2,-16.5,-5,547.459
12,2,18,-5,553.923
13,2,-19.5,-5,565.711
14,2,21,-5,565.698
15,2,-22.5,-5,562.272
16,2,24,-5,558.509
17,2,-25.5,-5,554.891
18,2,27,-5,551.421
19,2,-28.5,-5,548.101
20,2,30,-5,544.928
21,2,-31.5,-5,541.9
22,2,33,-5,539.012
23,2,-34.5,-5,536.259
24,2,36,-5,533.636
25,2,-37.5,-5,531.135
26,2,39,-5,528.752
27,2,-40.5,-5,526.48
28,2,42,-5,524.313
29,2,-43.5,-5,522.245
30,2,45,-5,520.272
31,2,-46.5,-5,518.388
32,2,48,-5,516.587
33,2,-49.5,-5,514.865
34,2,51,-5,513.218
35,2,-52.5,-5,511.642
36,2,54,-5,510.132
37,2,-55.5,-5,508.684
38,2,57,-5,507.296
39,2,-58.5,-5,505.964
40,2,60,-5,504.685
41,2,-61.5,-5,503.456
42,2,63,-5,502.274
43,2,-64.5,-5,501.138
44,2,66,-5,500.044
45,2,-67.5,-5,498.99
46,2,69,-5,497.975
47,2,-70.5,-5,496.995
48,2,72,-5,496.051
49,2,-73.5,-5,495.139
50,2,75,-5,494.259
51,2,-76.5,-5,493.408
52,2,78,-5,492.585
53,2,-79.5,-5,491.79
54,2,81,-5,491.02
55,2,-82.5,-5,490.275
56,2,84,-5,489.553
57,2,-85.5,-5,488.854
58,2,87,-5,488.176
59,2,-88.5,-5,487.518
60,2,90,-5,486.88
61,2,-91.5,-5,486.261
62,2,93,-5,485.659
63,2,-94.5,-5,485.075
64,2,96,-5,484.508
65,2,-97.5,-5,483.956
66,2,99,-5,483.419
67,2,-100.5,-5,482.897
68,2,102,-5,482.389
69,2,-103.5,-5,481.894
70,2,105,-5,481.412
71,2,-106.5,-5,480.943
72,2,108,-5,480.486
73,2,-109.5,-5,480.04
74,2,111,-5,479.606
75,2,-112.5,-5,479.182
76,2,114,-5,478.768
77,2,-115.5,-5,478.365
78,2,117,-5,477.971
79,2,-118.5,-5,477.586
80,2,120,-5,477.211
81,2,-121.5,-5,476.844
82,2,123,-5,476.485
83,2,-124.5,-5,476.134
84,2,126,-5,475.792
85,2,-127.5,-5,475.456
86,2,129,-5,475.129
87,2,-130.5,-5,474.808
88,2,132,-5,474.494
89,2,-133.5,-5,474.187
90,2,135,-5,473.886
91,2,-136.5,-5,473.591
92,2,138,-5,473.303
93,2,-139.5,-5,473.02
94,2,141,-5,472.743
95,2,-142.5,-5,472.472
96,2,144,-5,472.206
97,2,-145.5,-5,471.945
98,2,147,-5,471.689
99,2,-148.5,-5,471.439
0,3,0,-6.5,413.28
1,3,-1.5,-6.5,414.618
2,3,3,-6.5,400.289
3,3,-4.5,-6.5,408.306
4,3,6,-6.5,403.918
5,3,-7.5,-6.5,417.343
6,3,9,-6.5,419.971
7,3,-10.5,-6.5,450.247
8,3,12,-6.5,462.463
9,3,-13.5,-6.5,490.624
10,3,15,-6.5,501.599
11,3,-16.5,-6.5,526.42
12,3,18,-6.5,535.365
13,3,-19.5,-6.5,543.356
14,3,21,-6.5,550.138
15,3,-22.5,-6.5,555.348
16,3,24,-6.5,558.488
17,3,-25.5,-6.5,558.89
18,3,27,-6.5,555.837
19,3,-28.5,-6.5,552.447
20,3,30,-6.5,549.203
21,3,-31.5,-6.5,546.102
22,3,33,-6.5,543.141
23,3,-34.5,-6.5,540.314
24,3,36,-6.5,537.617
25,3,-37.5,-6.5,535.043
26,3,39,-6.5,532.588
27,3,-40.5,-6.5,530.244
28,3,42,-6.5,528.007
29,3,-43.5,-6.5,525.871
30,3,45,-6.5,523.831
31,3,-46.5,-6.5,521.88
32,3,48,-6.5,520.016
33,3,-49.5,-6.5,518.231
34,3,51,-6.5,516.523
35,3,-52.5,-6.5,514.887
36,3,54,-6.5,513.319
37,3,-55.5,-6.5,511.816
38,3,57,-6.5,510.373
39,3,-58.5,-6.5,508.988
40,3,60,-6.5,507.657
41,3,-61.5,-6.5,506.378
42,3,63,-6.5,505.147
43,3,-64.5,-6.5,503.963
44,3,66,-6.5,502.823
45,3,-67.5,-6.5,501.724
46,3,69,-6.5,500.665
47,3,-70.5,-6.5,499.644
48,3,72,-6.5,498.658
49,3,-73.5,-6.5,497.706
50,3,75,-6.5,496.787
51,3,-76.5,-6.5,495.898
52,3,78,-6.5,495.039
53,3,-79.5,-6.5,494.207
54,3,81,-6.5,493.402
55,3,-82.5,-6.5,492.623
56,3,84,-6.5,491.868
57,3,-85.5,-6.5,491.136
58,3,87,-6.5,490.427
59,3,-88.5,-6.5,489.739
60,3,90,-6.5,489.071
61,3,-91.5,-6.5,488.422
62,3,93,-6.5,487.792
63,3,-94.5,-6.5,487.181
64,3,96,-6.5,486.586
65,3,-97.5,-6.5,486.008
66,3,99,-6.5,485.445
67,3,-100.5,-6.5,484.898
68,3,102,-6.5,484.365
69,3,-103.5,-6.5,483.847
70,3,105,-6.5,483.341
71,3,-106.5,-6.5,482.849
72,3,108,-6.5,482.37
73,3,-109.5,-6.5,481.902
74,3,111,-6.5,481.446
75,3,-112.5,-6.5,481.001
76,3,114,-6.5,480.567
77,3,-115.5,-6.5,480.144
78,3,117,-6.5,479.73
79,3,-118.5,-6.5,479.326
80,3,120,-6.5,478.932
81,3,-121.5,-6.5,478.546
82,3,123,-6.5,478.17
83,3,-124.5,-6.5,477.801
84,3,126,-6.5,477.441
85,3,-127.5,-6.5,477.089
86,3,129,-6.5,476.745
87,3,-130.5,-6.5,476.408
88,3,132,-6.5,476.078
89,3,-133.5,-6.5,475.755
90,3,135,-6.5,475.439
91,3,-136.5,-6.5,475.129
92,3,138,-6.5,474.826
93,3,-139.5,-6.5,474.528
94,3,141,-6.5,474.237
95,3,-142.5,-6.5,473.952
96,3,144,-6.5,473.672
97,3,-145.5,-6.5,473.398
98,3,147,-6.5,473.129
99,3,-148.5,-6.5,472.865
0,4,0,-8,488.971
1,4,-1.5,-8,471.015
2,4,3,-8,453.049
3,4,-4.5,-8,454.233
4,4,6,-8,440.954
5,4,-7.5,-8,445.715
6,4,9,-8,435.02
7,4,-10.5,-8,447.088
8,4,12,-8,453.237
9,4,-13.5,-8,461.297
10,4,15,-8,473.35
11,4,-16.5,-8,500.917
12,4,18,-8,511.578
13,4,-19.5,-8,521.627
14,4,21,-8,530.922
15,4,-22.5,-8,539.269
16,4,24,-8,546.4
17,4,-25.5,-8,551.945
18,4,27,-8,555.396
19,4,-28.5,-8,556.08
20,4,30,-8,552.783
21,4,-31.5,-8,550.115
22,4,33,-8,547.095
23,4,-34.5,-8,544.208
24,4,36,-8,541.45
25,4,-37.5,-8,538.814
26,4,39,-8,536.297
27,4,-40.5,-8,533.891
28,4,42,-8,531.593
29,4,-43.5,-8,529.396
30,4,45,-8,527.295
31,4,-46.5,-8,525.285
32,4,48,-8,523.362
33,4,-49.5,-8,521.521
34,4,51,-8,519.757
35,4,-52.5,-8,518.066
36,4,54,-8,516.444
37,4,-55.5,-8,514.888
38,4,57,-8,513.394
39,4,-58.5,-8,511.959
40,4,60,-8,510.579
41,4,-61.5,-8,509.253
42,4,63,-8,507.976
43,4,-64.5,-8,506.747
44,4,66,-8,505.562
45,4,-67.5,-8,504.421
46,4,69,-8,503.32
47,4,-70.5,-8,502.258
48,4,72,-8,501.233
49,4,-73.5,-8,500.243
50,4,75,-8,499.285
51,4,-76.5,-8,498.36
52,4,78,-8,497.465
53,4,-79.5,-8,496.599
54,4,81,-8,495.761
55,4,-82.5,-8,494.948
56,4,84,-8,494.161
57,4,-85.5,-8,493.398
58,4,87,-8,492.658
59,4,-88.5,-8,491.94
60,4,90,-8,491.243
61,4,-91.5,-8,490.566
62,4,93,-8,489.908
63,4,-94.5,-8,489.269
64,4,96,-8,488.648
65,4,-97.5,-8,488.044
66,4,99,-8,487.456
67,4,-100.5,-8,486.884
68,4,102,-8,486.328
69,4,-103.5,-8,485.785
70,4,105,-8,485.257
71,4,-106.5,-8,484.743
72,4,108,-8,484.241
73,4,-109.5,-8,483.752
74,4,111,-8,483.275
75,4,-112.5,-8,482.81
76,4,114,-8,482.355
77,4,-115.5,-8,481.912
78,4,117,-8,481.479
79,4,-118.5,-8,481.056
80,4,120,-8,480.643
81,4,-121.5,-8,480.24
82,4,123,-8,479.845
83,4,-124.5,-8,479.46
84,4,126,-8,479.083
85,4,-127.5,-8,478.714
86,4,129,-8,478.353
87,4,-130.5,-8,478
88,4,132,-8,477.654
89,4,-133.5,-8,477.315
90,4,135,-8,476.984
91,4,-136.5,-8,476.66
92,4,138,-8,476.342
93,4,-139.5,-8,476.03
94,4,141,-8,475.725
95,4,-142.5,-8,475.426
96,4,144,-8,475.132
97,4,-145.5,-8,474.845
98,4,147,-8,474.563
99,4,-148.5,-8,474.286
0,5,0,-9.5,491.459
1,5,-1.5,-9.5,491.536
2,5,3,-9.5,490.965
3,5,-4.5,-9.5,490.993
4,5,6,-9.5,472.805
5,5,-7.5,-9.5,474.199
6,5,9,-9.5,458.572
7,5,-10.5,-9.5,458.701
8,5,12,-9.5,465.082
9,5,-13.5,-9.5,467.449
10,5,15,-9.5,464.314
11,5,-16.5,-9.5,472.622
12,5,18,-9.5,484.067
13,5,-19.5,-9.5,495.574
14,5,21,-9.5,506.591
15,5,-22.5,-9.5,517.006
16,5,24,-9.5,526.668
17,5,-25.5,-9.5,535.375
18,5,27,-9.5,542.852
19,5,-28.5,-9.5,548.726
20,5,30,-9.5,545.368
21,5,-31.5,-9.5,549.273
22,5,33,-9.5,550.373
23,5,-34.5,-9.5,547.932
24,5,36,-9.5,545.125
25,5,-37.5,-9.5,542.44
26,5,39,-9.5,539.871
27,5,-40.5,-9.5,537.413
28,5,42,-9.5,535.062
29,5,-43.5,-9.5,532.812
30,5,45,-9.5,530.658
31,5,-46.5,-9.5,528.596
32,5,48,-9.5,526.621
33,5,-49.5,-9.5,524.728
34,5,51,-9.5,522.913
35,5,-52.5,-9.5,521.172
36,5,54,-9.5,519.501
37,5,-55.5,-9.5,517.896
38,5,57,-9.5,516.355
39,5,-58.5,-9.5,514.873
40,5,60,-9.5,513.448
41,5,-61.5,-9.5,512.077
42,5,63,-9.5,510.756
43,5,-64.5,-9.5,509.485
44,5,66,-9.5,508.259
45,5,-67.5,-9.5,507.077
46,5,69,-9.5,505.937
47,5,-70.5,-9.5,504.836
48,5,72,-9.5,503.773
49,5,-73.5,-9.5,502.745
50,5,75,-9.5,501.753
51,5,-76.5,-9.5,500.792
52,5,78,-9.5,499.863
53,5,-79.5,-9.5,498.963
54,5,81,-9.5,498.092
55,5,-82.5,-9.5,497.248
56,5,84,-9.5,496.43
57,5,-85.5,-9.5,495.636
58,5,87,-9.5,494.866
59,5,-88.5,-9.5,494.119
60,5,90,-9.5,493.394
61,5,-91.5,-9.5,492.689
62,5,93,-9.5,492.005
63,5,-94.5,-9.5,491.34
64,5,96,-9.5,490.693
65,5,-97.5,-9.5,490.063
66,5,99,-9.5,489.451
67,5,-100.5,-9.5,488.855
68,5,102,-9.5,488.275
69,5,-103.5,-9.5,487.71
70,5,105,-9.5,487.159
71,5,-106.5,-9.5,486.622
72,5,108,-9.5,486.099
73,5,-109.5,-9.5,485.589
74,5,111,-9.5,485.091
75,5,-112.5,-9.5,484.606
76,5,114,-9.5,484.132
77,5,-115.5,-9.5,483.669
78,5,117,-9.5,483.217
79,5,-118.5,-9.5,482.776
80,5,120,-9.5,482.345
81,5,-121.5,-9.5,481.923
82,5,123,-9.5,481.511
83,5,-124.5,-9.5,481.109
84,5,126,-9.5,480.715
85,5,-127.5,-9.5,480.329
86,5,129,-9.5,479.952
87,5,-130.5,-9.5,479.583
88,5,132,-9.5,479.222
89,5,-133.5,-9.5,478.868
90,5,135,-9.5,478.522
91,5,-136.5,-9.5,478.183
92,5,138,-9.5,477.851
93,5,-139.5,-9.5,477.525
94,5,141,-9.5,477.206
95,5,-142.5,-9.5,476.893
96,5,144,-9.5,476.586
97,5,-145.5,-9.5,476.285
98,5,147,-9.5,475.99
99,5,-148.5,-9.5,475.701
0,6,0,-11,530.718
1,6,-1.5,-11,511.899
2,6,3,-11,530.034
3,6,-4.5,-11,510.868
4,6,6,-11,509.548
5,6,-7.5,-11,490.785
6,6,9,-11,507.858
7,6,-10.5,-11,490.533
8,6,12,-11,489.641
9,6,-13.5,-11,475.701
10,6,15,-11,476.764
11,6,-16.5,-11,478.824
12,6,18,-11,482.239
13,6,-19.5,-11,487.483
14,6,21,-11,494.686
15,6,-22.5,-11,505.92
16,6,24,-11,516.544
17,6,-25.5,-11,512.692
18,6,27,-11,522.708
19,6,-28.5,-11,531.756
20,6,30,-11,539.56
21,6,-31.5,-11,545.739
22,6,33,-11,542.628
23,6,-34.5,-11,546.802
24,6,36,-11,548.143
25,6,-37.5,-11,545.418
26,6,39,-11,543.304
27,6,-40.5,-11,540.804
28,6,42,-11,538.409
29,6,-43.5,-11,536.114
30,6,45,-11,533.915
31,6,-46.5,-11,531.807
32,6,48,-11,529.786
33,6,-49.5,-11,527.847
34,6,51,-11,525.987
35,6,-52.5,-11,524.2
36,6,54,-11,522.485
37,6,-55.5,-11,520.836
38,6,57,-11,519.251
39,6,-58.5,-11,517.726
40,6,60,-11,516.259
41,6,-61.5,-11,514.846
42,6,63,-11,513.486
43,6,-64.5,-11,512.174
44,6,66,-11,510.909
45,6,-67.5,-11,509.689
46,6,69,-11,508.511
47,6,-70.5,-11,507.374
48,6,72,-11,506.275
49,6,-73.5,-11,505.213
50,6,75,-11,504.185
51,6,-76.5,-11,503.191
52,6,78,-11,502.229
53,6,-79.5,-11,501.298
54,6,81,-11,500.395
55,6,-82.5,-11,499.52
56,6,84,-11,498.672
57,6,-85.5,-11,497.849
58,6,87,-11,497.051
59,6,-88.5,-11,496.276
60,6,90,-11,495.523
61,6,-91.5,-11,494.792
62,6,93,-11,494.081
63,6,-94.5,-11,493.39
64,6,96,-11,492.718
65,6,-97.5,-11,492.065
66,6,99,-11,491.428
67,6,-100.5,-11,490.809
68,6,102,-11,490.206
69,6,-103.5,-11,489.618
70,6,105,-11,489.046
71,6,-106.5,-11,488.488
72,6,108,-11,487.943
73,6,-109.5,-11,487.413
74,6,111,-11,486.895
75,6,-112.5,-11,486.39
76,6,114,-11,485.896
77,6,-115.5,-11,485.415
78,6,117,-11,484.944
79,6,-118.5,-11,484.485
80,6,120,-11,484.035
81,6,-121.5,-11,483.596
82,6,123,-11,483.167
83,6,-124.5,-11,482.748
84,6,126,-11,482.337
85,6,-127.5,-11,481.936
86,6,129,-11,481.543
87,6,-130.5,-11,481.158
88,6,132,-11,480.782
89,6,-133.5,-11,480.413
90,6,135,-11,480.052
91,6,-136.5,-11,479.698
92,6,138,-11,479.351
93,6,-139.5,-11,479.012
94,6,141,-11,478.679
95,6,-142.5,-11,478.353
96,6,144,-11,478.033
97,6,-145.5,-11,477.719
98,6,147,-11,477.411
99,6,-148.5,-11,477.109
0,7,0,-12.5,532.308
1,7,-1.5,-12.5,532.06
2,7,3,-12.5,512.862
3,7,-4.5,-12.5,530.658
4,7,6,-12.5,529.227
5,7,-7.5,-12.5,527.482
6,7,9,-12.5,508.255
7,7,-10.5,-12.5,506.521
8,7,12,-12.5,504.816
9,7,-13.5,-12.5,488.059
10,7,15,-12.5,487.525
11,7,-16.5,-12.5,487.554
12,7,18,-12.5,488.349
13,7,-19.5,-12.5,490.163
14,7,21,-12.5,493.329
15,7,-22.5,-12.5,482.248
16,7,24,-12.5,490.229
17,7,-25.5,-12.5,501.328
18,7,27,-12.5,512.298
19,7,-28.5,-12.5,522.497
20,7,30,-12.5,519.078
21,7,-31.5,-12.5,528.44
22,7,33,-12.5,536.54
23,7,-34.5,-12.5,533.528
24,7,36,-12.5,540.116
25,7,-37.5,-12.5,544.533
26,7,39,-12.5,541.888
27,7,-40.5,-12.5,543.56
28,7,42,-12.5,541.13
29,7,-43.5,-12.5,539.297
30,7,45,-12.5,537.06
31,7,-46.5,-12.5,534.914
32,7,48,-12.5,532.853
33,7,-49.5,-12.5,530.874
34,7,51,-12.5,528.974
35,7,-52.5,-12.5,527.148
36,7,54,-12.5,525.392
37,7,-55.5,-12.5,523.704
38,7,57,-12.5,522.079
39,7,-58.5,-12.5,520.516
40,7,60,-12.5,519.01
41,7,-61.5,-12.5,517.559
42,7,63,-12.5,516.16
43,7,-64.5,-12.5,514.812
44,7,66,-12.5,513.511
45,7,-67.5,-12.5,512.255
46,7,69,-12.5,511.042
47,7,-70.5,-12.5,509.87
48,7,72,-12.5,508.737
49,7,-73.5,-12.5,507.641
50,7,75,-12.5,506.581
51,7,-76.5,-12.5,505.556
52,7,78,-12.5,504.562
53,7,-79.5,-12.5,503.6
54,7,81,-12.5,502.668
55,7,-82.5,-12.5,501.763
56,7,84,-12.5,500.887
57,7,-85.5,-12.5,500.036
58,7,87,-12.5,499.21
59,7,-88.5,-12.5,498.408
60,7,90,-12.5,497.629
61,7,-91.5,-12.5,496.872
62,7,93,-12.5,496.136
63,7,-94.5,-12.5,495.42
64,7,96,-12.5,494.724
65,7,-97.5,-12.5,494.046
66,7,99,-12.5,493.387
67,7,-100.5,-12.5,492.745
68,7,102,-12.5,492.119
69,7,-103.5,-12.5,491.51
70,7,105,-12.5,490.916
71,7,-106.5,-12.5,490.337
72,7,108,-12.5,489.772
73,7,-109.5,-12.5,489.222
74,7,111,-12.5,488.684
75,7,-112.5,-12.5,488.159
76,7,114,-12.5,487.647
77,7,-115.5,-12.5,487.147
78,7,117,-12.5,486.658
79,7,-118.5,-12.5,486.181
80,7,120,-12.5,485.714
81,7,-121.5,-12.5,485.258
82,7,123,-12.5,484.812
83,7,-124.5,-12.5,484.376
84,7,126,-12.5,483.949
85,7,-127.5,-12.5,483.532
86,7,129,-12.5,483.123
87,7,-130.5,-12.5,482.724
88,7,132,-12.5,482.332
89,7,-133.5,-12.5,481.948
90,7,135,-12.5,481.573
91,7,-136.5,-12.5,481.205
92,7,138,-12.5,480.844
93,7,-139.5,-12.5,480.491
94,7,141,-12.5,480.145
95,7,-142.5,-12.5,479.805
96,7,144,-12.5,479.472
97,7,-145.5,-12.5,479.145
98,7,147,-12.5,478.825
99,7,-148.5,-12.5,478.51
0,8,0,-14,533.476
1,8,-1.5,-14,533.247
2,8,3,-14,551.43
3,8,-4.5,-14,550.323
4,8,6,-14,548.822
5,8,-7.5,-14,546.987
6,8,9,-14,527.25
7,8,-10.5,-14,525.295
8,8,12,-14,504.907
9,8,-13.5,-14,503.156
10,8,15,-14,501.605
11,8,-16.5,-14,500.368
12,8,18,-14,499.574
13,8,-19.5,-14,499.37
14,8,21,-14,499.934
15,8,-22.5,-14,484.899
16,8,24,-14,488.297
17,8,-25.5,-14,493.53
18,8,27,-14,505.321
19,8,-28.5,-14,497.633
20,8,30,-14,508.431
21,8,-31.5,-14,518.937
22,8,33,-14,515.781
23,8,-34.5,-14,525.423
24,8,36,-14,533.79
25,8,-37.5,-14,531.001
26,8,39,-14,537.825
27,8,-40.5,-14,535.257
28,8,42,-14,540
29,8,-43.5,-14,541.858
30,8,45,-14,539.591
31,8,-46.5,-14,537.912
32,8,48,-14,535.819
33,8,-49.5,-14,533.807
34,8,51,-14,531.872
35,8,-52.5,-14,530.011
36,8,54,-14,528.22
37,8,-55.5,-14,526.496
38,8,57,-14,524.836
39,8,-58.5,-14,523.237
40,8,60,-14,521.697
41,8,-61.5,-14,520.211
42,8,63,-14,518.778
43,8,-64.5,-14,517.395
44,8,66,-14,516.06
45,8,-67.5,-14,514.771
46,8,69,-14,513.525
47,8,-70.5,-14,512.321
48,8,72,-14,511.157
49,8,-73.5,-14,510.03
50,8,75,-14,508.939
51,8,-76.5,-14,507.883
52,8,78,-14,506.861
53,8,-79.5,-14,505.869
54,8,81,-14,504.908
55,8,-82.5,-14,503.976
56,8,84,-14,503.072
57,8,-85.5,-14,502.194
58,8,87,-14,501.342
59,8,-88.5,-14,500.514
60,8,90,-14,499.709
61,8,-91.5,-14,498.928
62,8,93,-14,498.167
63,8,-94.5,-14,497.428
64,8,96,-14,496.708
65,8,-97.5,-14,496.008
66,8,99,-14,495.326
67,8,-100.5,-14,494.662
68,8,102,-14,494.015
69,8,-103.5,-14,493.384
70,8,105,-14,492.769
71,8,-106.5,-14,492.17
72,8,108,-14,491.585
73,8,-109.5,-14,491.015
74,8,111,-14,490.458
75,8,-112.5,-14,489.915
76,8,114,-14,489.384
77,8,-115.5,-14,488.866
78,8,117,-14,488.359
79,8,-118.5,-14,487.864
80,8,120,-14,487.381
81,8,-121.5,-14,486.908
82,8,123,-14,486.445
83,8,-124.5,-14,485.993
84,8,126,-14,485.551
85,8,-127.5,-14,485.117
86,8,129,-14,484.694
87,8,-130.5,-14,484.279
88,8,132,-14,483.872
89,8,-133.5,-14,483.474
90,8,135,-14,483.085
91,8,-136.5,-14,482.703
92,8,138,-14,482.328
93,8,-139.5,-14,481.961
94,8,141,-14,481.602
95,8,-142.5,-14,481.249
96,8,144,-14,480.903
97,8,-145.5,-14,480.564
98,8,147,-14,480.231
99,8,-148.5,-14,479.904
0,9,0,-15.5,571.913
1,9,-1.5,-15.5,571.677
2,9,3,-15.5,552.108
3,9,-4.5,-15.5,550.98
4,9,6,-15.5,531.098
5,9,-7.5,-15.5,529.464
6,9,9,-15.5,527.612
7,9,-10.5,-15.5,525.614
8,9,12,-15.5,523.555
